ref,run,SiO2,TiO2,Al2O3,MgO,CaO,Na2O,K2O,P2O5,MnO,CoO,NiO,Pb,FeO,T_K,fO2,_Fe3Fe2,P_bar
J2004,s14,50.02,0,14.99,10.37,23.73,0,0,0,,,,,0.890812151,1682.15,0.097723722,3.62962963,1
J2004,s15,50.02,0,14.99,10.37,23.73,0,0,0,,,,,0.890812151,1682.15,0.853100114,4.18134715,1
J2004,s16,50.02,0,14.99,10.37,23.73,0,0,0,,,,,0.890812151,1682.15,0.977237221,5.711409396,1
J2004,s17,50.02,0,14.99,10.37,23.73,0,0,0,,,,,0.890812151,1682.15,63095.73445,inf,1
K1948,1200-02,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,6.123237073,1
K1948,1200-01,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,5.862400138,1
K1948,1300-03,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,3.837652279,1
K1948,1300-04,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,3.777684399,1
K1948,1300-02,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,3.69631598,1
K1948,1300-01,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,3.677323723,1
K1948,1400-01,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,2.536340153,1
K1948,1430-01,50.87,0.79,17.62,6.25,9.32,2.94,0.59,,,,,,11.37969641,1473.15,2.10E-01,2.406721402,1
K1983,3114,69.59,0.49,11.1,0.22,0.36,5.42,4.23,0.02,,,,,6.019730598,1727.15,0.208929613,3.891572442,1
K1983,NZC-4,72.51,0.24,10.12,0.02,0.27,4.98,4.1,0.01,,,,,5.686800804,1727.15,0.208929613,3.820096352,1
K1983,20424,39.84,2.97,14.21,6.18,17.81,2.8,1.1,0.02,,,,,12.0574574,1720.15,0.208929613,4.002177455,1
K1983,94-8,49.46,1.12,18.5,3.96,8.64,2.49,5.83,0.01,,,,,8.116288489,1720.15,0.208929613,2.791726728,1
K1983,TC-19,60.28,0.75,19.57,0.41,0.77,8.19,5.09,0.06,,,,,3.500261887,1720.15,0.208929613,3.428135684,1
K1983,G-24,60.84,0.93,17.7,0.91,2.32,5.49,5.56,0.23,,,,,5.137916549,1720.15,0.208929613,2.673522808,1
K1983,col11,57.07,0.74,16.91,5.87,7.42,3.63,0.95,0,,,,,6.550618648,1719.15,0.208929613,2.106507899,1
K1983,944-E,38.68,4.33,21.66,5.07,13.22,2.37,0.92,0,,,,,10.86970787,1718.15,0.208929613,2.803046287,1
K1983,780-U-I,40.49,5.96,9.97,7.1,15.53,1.57,2.89,0,,,,,13.72210637,1718.15,0.208929613,3.197252781,1
K1983,X-973,40.86,4.65,14.67,6.1,14.37,2.82,0.88,0.02,,,,,12.37239099,1718.15,0.208929613,3.138569272,1
K1983,780-U-111,44.62,4.7,10.12,9.22,11.76,2.14,3.55,0.03,,,,,11.6975333,1718.15,0.208929613,2.967627745,1
K1983,780-K-,49.24,1.65,19.78,3.45,8.04,4.85,2.36,0.01,,,,,8.575191719,1718.15,0.208929613,2.459781957,1
K1983,G-84,51.17,3.27,12.75,4.09,8.6,2.85,0.5,0.08,,,,,13.67711586,1718.15,0.208929613,1.973567265,1
K1983,90-05,55.63,0.54,21.31,0.72,3.21,3.94,8.91,0.04,,,,,3.536254297,1718.15,0.208929613,2.33423957,1
K1983,442,57.4,1.49,18.5,1.79,4.05,4.81,4.89,0.44,,,,,5.182907062,1718.15,0.208929613,2.345137252,1
K1983,121,72.53,0.29,8.06,0.05,0.46,5.95,3.54,0,,,,,7.72937008,1718.15,0.208929613,4.479572789,1
K1983,G-247,56.71,2.4,13.84,2.78,6.22,3.33,1.11,0.02,,,,,11.31061489,1716.15,0.208929613,2.025625184,1
K1983,IC-2,74.22,0.26,12.26,0.08,1.71,4.11,2.64,0.02,,,,,3.293305529,1716.15,0.208929613,1.654366626,1
K1983,766-263,48.55,2.2,16.26,8.34,8.53,3.41,1.39,0.05,,,,,9.834926074,1709.15,0.208929613,2.392076027,1
K1983,G-247,56.44,2.44,13.87,2.85,6.28,3.39,1.1,0.07,,,,,11.31961299,1709.15,0.208929613,1.896134118,1
K1983,A-1805,48.78,2.81,8.8,11.96,12.81,0.64,3.06,0,,,,,6.964531364,1707.15,0.208929613,2.911528727,1
K1983,944-F,49.93,3.31,13.57,6.37,9.81,2.64,0.63,0.28,,,,,11.63454658,1707.15,0.208929613,3.247613419,1
K1983,H-96A,56.32,0.74,16.82,6.07,7.42,3.84,0.98,0.04,,,,,6.514626238,1707.15,0.208929613,1.937285021,1
K1983,CAM-49,72.38,0.27,13.94,0.25,1.23,4.21,4.23,0.03,,,,,1.610660354,1707.15,0.208929613,1.556698643,1
K1983,CSQ-3,46.73,2.45,15.58,9.49,9.13,3,0.91,0.03,,,,,10.51878187,1703.15,0.208929613,2.462455218,1
K1983,CSQ-3,46.84,2.43,15.67,9.48,9.11,2.98,0.92,0.04,,,,,10.59976479,1703.15,0.208929613,2.680485107,1
K1983,KIL-2,50.29,3.31,13.91,6.01,9.78,2.34,0.54,0.05,,,,,11.6975333,1703.15,0.208929613,2.391491486,1
K1983,COL-17,60.21,0.75,17.36,3.21,5.64,4.43,1.27,0.11,,,,,5.731791317,1703.15,0.208929613,1.923430729,1
K1983,NIC-8,61.43,0.7,16.4,1.46,3.7,5.17,3.3,0.1,,,,,5.938747675,1703.15,0.208929613,2.579986676,1
K1983,1004,67.72,0.73,11.28,0.98,2,4.84,3.51,0.05,,,,,6.505628135,1703.15,0.208929613,2.339332457,1
K1983,IC-2,73.87,0.25,12.21,0.09,1.6,4.14,2.64,0.01,,,,,3.212322606,1703.15,0.208929613,1.679520738,1
K1983,G-24,58.64,1.13,17.34,1.66,2.76,5.21,5.82,0.29,,,,,5.146914652,1702.15,0.208929613,3.853617327,1
K1983,A-1770,59.26,2.87,11.4,6.96,3.94,1.12,8.91,0.01,,,,,3.806197374,1702.15,0.208929613,2.492866626,1
K1983,1910-199,56.74,1.23,20.15,1.04,3.09,7.13,3.52,0.08,,,,,4.831981063,1701.15,0.208929613,2.246338859,1
K1983,780-U-105,39.5,5.64,9.89,6.69,14.82,2.27,4.23,0.61,,,,,13.1192335,1623.15,0.208929613,3.988975789,1
K1983,867-114,58.06,0.85,15.44,3.19,6.83,3.7,1.22,0.09,,,,,8.746155667,1622.15,0.208929613,2.737680324,1
K1983,780-U-111,43.68,4.42,9.89,9,11.38,2.72,4.11,0.03,,,,,11.65254279,1617.15,0.208929613,5.368959737,1
K1983,94-8,48.28,1.06,18.15,3.91,8.47,2.63,6.92,0.03,,,,,8.107290387,1617.15,0.208929613,4.919034279,1
K1983,NIC-8,61.59,0.67,15.66,1.43,3.55,5.66,3.77,0.1,,,,,5.875760957,1617.15,0.208929613,3.489080705,1
K1983,121,71.03,0.28,8.03,0.18,0.52,6.08,3.81,0.01,,,,,8.134284694,1617.15,0.208929613,4.151347032,1
K1983,IC-2,74.38,0.23,12.02,0.1,1.64,4.32,2.72,0,,,,,3.158333991,1617.15,0.208929613,1.46911203,1
K1983,20424,38.98,2.93,13.42,5.79,16.99,4.04,2.73,0.89,,,,,11.43658833,1615.15,0.208929613,7.936016657,1
K1983,cam49,72.21,0.26,14.04,0.27,1.27,4.04,4.38,0.04,,,,,1.655650867,1615.15,0.208929613,1.58860918,1
K1983,IC-2,72.59,0.24,12.13,0.1,1.6,4.22,2.75,0.02,,,,,3.293305529,1615.15,0.208929613,1.388734151,1
K1983,94-8,48.1,1.05,18.1,4.02,8.47,2.63,7.1,0.31,,,,,8.107290387,1613.15,0.208929613,4.554179888,1
K1983,3114,69.15,0.49,11.26,0.21,0.4,5.82,4.38,0.04,,,,,5.84876665,1613.15,0.208929613,7.235963341,1
K2000,61,0,,,,28.1,,,,,,,0.13,68.31258662,1573,6.17E-12,0.304668305,1
K2000,62,0,,,,27.1,,,,,,,0.088,68.95583132,1573,6.46E-12,0.31372549,1
K2000,63,0,,,,25.7,,,,,,,0.11,71.78610798,1573,7.08E-12,0.297674419,1
K2000,64,0,,,,22.7,,,,,,,0.1,73.71584206,1573,8.13E-12,0.237580994,1
K2000,65,0,,,,18.9,,,,,,,0.1,76.1601719,1573,1.05E-11,0.259574468,1
K2000,66,0,,,,16.6,,,,,,,0.18,79.50504432,1573,1.23E-11,0.243460765,1
K2000,67,0,,,,13.9,,,,,,,0.16,82.46396992,1573,1.41E-11,0.242248062,1
K2000,68,0,,,,10.2,,,,,,,0.18,86.19478915,1573,1.62E-11,0.243042672,1
K2000,69,0,,,,7.3,,,,,,,0.22,87.60992748,1573,1.78E-11,0.258780037,1
K2000,10,13,,,,0,,,,,,,0.48,82.84991673,1573,2.00E-11,0.12,1
K2000,60,14,,,,12.9,,,,,,,0.19,69.47042707,1573,1.95E-11,0.186813187,1
K2000,37,14.4,,,,6.2,,,,,,,0.22,76.67476766,1573,2.00E-11,0.146153846,1
K2000,22,15.3,,,,4.4,,,,,,,0.34,76.93206554,1573,1.82E-11,0.139047619,1
K2000,9,15.8,,,,0,,,,,,,0.45,81.04883159,1573,1.78E-11,0.162361624,1
K2000,47,16.7,,,,11.9,,,,,,,0.22,69.2131292,1573,1.95E-11,0.135021097,1
K2000,59,17.1,,,,15.3,,,,,,,0.16,66.2542036,1573,1.82E-11,0.183908046,1
K2000,91,17.5,,,,19.3,,,,,,,0.09,59.82175665,1573,1.74E-11,0.171284635,1
K2000,36,17.8,,,,8,,,,,,,0.21,72.30070373,1573,1.86E-11,0.139959432,1
K2000,90,18,,,,18.3,,,,,,,0.11,60.46500134,1573,1.66E-11,0.172069825,1
K2000,58,19.2,,,,17.5,,,,,,,0.13,61.23689498,1573,1.82E-11,0.175308642,1
K2000,8,19.3,,,,0,,,,,,,0.52,77.18936342,1573,1.74E-11,0.069518717,1
K2000,89,19.6,,,,16.8,,,,,,,0.15,61.36554392,1573,1.82E-11,0.171990172,1
K2000,46,19.9,,,,15,,,,,,,0.2,63.55257588,1573,1.86E-11,0.140877598,1
K2000,21,20.2,,,,5.2,,,,,,,0.32,72.30070373,1573,1.62E-11,0.133064516,1
K2000,88,20.9,,,,15.7,,,,,,,0.16,61.49419286,1573,1.74E-11,0.168704156,1
K2000,35,21.1,,,,9,,,,,,,0.2,67.28339511,1573,1.58E-11,0.151982379,1
K2000,7,21.7,,,,0,,,,,,,0.41,75.90287403,1573,1.58E-11,0.06884058,1
K2000,57,21.9,,,,19.7,,,,,,,0.15,56.86283105,1573,1.74E-11,0.175531915,1
K2000,87,22.6,,,,14,,,,,,,0.18,60.85094816,1573,1.66E-11,0.150851582,1
K2000,45,22.8,,,,15.9,,,,,,,0.2,58.27796938,1573,1.74E-11,0.102189781,1
K2000,86,23.1,,,,13.2,,,,,,,0.18,60.46500134,1573,1.58E-11,0.124401914,1
K2000,20,23.3,,,,6.4,,,,,,,0.32,66.89744829,1573,1.45E-11,0.111111111,1
K2000,56,23.7,,,,22.1,,,,,,,0.11,51.84552243,1573,1.62E-11,0.178362573,1
K2000,34,24.4,,,,11.1,,,,,,,0.21,62.00878861,1573,1.51E-11,0.142180095,1
K2000,6,24.5,,,,0,,,,,,,0.39,73.844491,1573,1.10E-11,0.062962963,1
K2000,85,24.5,,,,12.1,,,,,,,0.2,61.10824604,1573,1.45E-11,0.125592417,1
K2000,44,25.9,,,,19.2,,,,,,,0.18,53.51795864,1573,1.51E-11,0.094736842,1
K2000,55,26.2,,,,25,,,,,,,0.14,46.95686275,1573,1.51E-11,0.151419558,1
K2000,84,26.6,,,,10.2,,,,,,,0.26,61.10824604,1573,1.41E-11,0.096997691,1
K2000,5,27.4,,,,0,,,,,,,0.42,71.01421434,1573,9.33E-12,0.045454545,1
K2000,19,27.6,,,,7,,,,,,,0.31,63.16662906,1573,1.10E-11,0.081497797,1
K2000,33,27.7,,,,12.2,,,,,,,0.27,57.24877787,1573,1.29E-11,0.129441624,1
K2000,83,28.7,,,,8.6,,,,,,,0.27,61.23689498,1573,1.32E-11,0.086757991,1
K2000,43,28.7,,,,20.6,,,,,,,0.17,49.40119259,1573,1.35E-11,0.113043478,1
K2000,54,28.8,,,,27.1,,,,,,,0.15,42.32550094,1573,1.32E-11,0.138408304,1
K2000,4,30.5,,,,0,,,,,,,0.28,67.92663981,1573,7.94E-12,0.035294118,1
K2000,82,30.7,,,,7.7,,,,,,,0.3,58.79256514,1573,9.77E-12,0.077830189,1
K2000,53,31.8,,,,28.7,,,,,,,0.11,37.43684126,1573,1.15E-11,0.127906977,1
K2000,18,31.9,,,,8.1,,,,,,,0.37,56.47688423,1573,1.05E-11,0.094763092,1
K2000,42,31.9,,,,22,,,,,,,0.16,43.35469245,1573,1.29E-11,0.090614887,1
K2000,32,32.1,,,,13.6,,,,,,,0.29,52.10282031,1573,1.10E-11,0.085790885,1
K2000,81,33,,,,4.9,,,,,,,0.36,59.30716089,1573,8.13E-12,0.05733945,1
K2000,3,33.2,,,,0,,,,,,,0.45,64.58176739,1573,6.17E-12,0.024489796,1
K2000,80,33.5,,,,3.8,,,,,,,0.43,60.3363524,1573,7.08E-12,0.063492063,1
K2000,52,33.6,,,,31.3,,,,,,,0.13,33.06277733,1573,9.33E-12,0.13215859,1
K2000,79,33.7,,,,35.4,,,,,,,0.082,29.58925598,1573,7.94E-12,0.173469388,1
K2000,41,34.7,,,,25,,,,,,,0.14,39.75252216,1573,1.07E-11,0.091872792,1
K2000,51,35.4,,,,33,,,,,,,0.11,30.10385173,1573,7.59E-12,0.125,1
K2000,78,35.4,,,,34,,,,,,,0.083,29.97520279,1573,7.76E-12,0.142156863,1
K2000,31,35.7,,,,15.2,,,,,,,0.34,46.95686275,1573,8.13E-12,0.076696165,1
K2000,17,36.1,,,,9.5,,,,,,,0.34,51.84552243,1573,7.24E-12,0.063324538,1
K2000,2,36.4,,,,0,,,,,,,0.73,61.88013967,1573,4.79E-12,0.019067797,1
K2000,50,36.7,,,,34.6,,,,,,,0.11,27.27357507,1573,6.46E-12,0.13368984,1
K2000,77,36.8,,,,32.3,,,,,,,0.11,30.23250067,1573,6.31E-12,0.093023256,1
K2000,40,37.6,,,,27.3,,,,,,,0.14,34.34926672,1573,6.92E-12,0.089795918,1
K2000,16,37.7,,,,10.6,,,,,,,0.42,49.40119259,1573,6.46E-12,0.060773481,1
K2000,49,38,,,,36.1,,,,,,,0.092,24.44329842,1573,4.79E-12,0.085714286,1
K2000,76,38.1,,,,31,,,,,,,0.12,30.23250067,1573,5.13E-12,0.082949309,1
K2000,30,38.1,,,,17.1,,,,,,,0.38,42.96874564,1573,6.31E-12,0.063694268,1
K2000,75,38.8,,,,29.1,,,,,,,0.16,31.13304324,1573,4.57E-12,0.09009009,1
K2000,1,38.9,,,,0,,,,,,,0.98,58.0206715,1573,4.07E-12,0.011210762,1
K2000,48,39.2,,,,36.8,,,,,,,0.1,21.7416707,1573,3.47E-12,0.119205298,1
K2000,39,39.8,,,,28.8,,,,,,,0.15,30.61844749,1573,4.47E-12,0.086757991,1
K2000,15,39.9,,,,11,,,,,,,0.61,47.08551168,1573,5.01E-12,0.057803468,1
K2000,38,41.3,,,,29.9,,,,,,,0.13,27.53087295,1573,2.69E-12,0.080808081,1
K2000,14,41.7,,,,12.4,,,,,,,0.58,44.38388396,1573,3.89E-12,0.051829268,1
K2000,74,42.2,,,,26.9,,,,,,,0.17,30.48979855,1573,3.02E-12,0.067567568,1
K2000,29,43.2,,,,18.3,,,,,,,0.32,37.5654902,1573,4.07E-12,0.06959707,1
K2000,73,43.6,,,,25.5,,,,,,,0.21,29.3319581,1573,2.40E-12,0.055555556,1
K2000,13,43.6,,,,13,,,,,,,0.54,41.81090518,1573,3.47E-12,0.048387097,1
K2000,72,45.1,,,,24.4,,,,,,,0.27,30.36114961,1573,1.95E-12,0.063063063,1
K2000,12,45.4,,,,12.8,,,,,,,0.51,37.82278807,1573,2.51E-12,0.053763441,1
K2000,28,46.5,,,,20.3,,,,,,,0.4,32.93412839,1573,2.57E-12,0.080168776,1
K2000,27,46.9,,,,21.7,,,,,,,0.4,31.13304324,1573,1.74E-12,0.07079646,1
K2000,71,47.5,,,,21.1,,,,,,,0.31,29.71790492,1573,1.48E-12,0.05,1
K2000,70,48.2,,,,20,,,,,,,0.4,28.94601128,1573,1.10E-12,0.051401869,1
K2000,26,48.3,,,,22.4,,,,,,,0.29,27.91681977,1573,1.32E-12,0.058536585,1
K2000,11,48.9,,,,13.8,,,,,,,0.44,34.86386248,1573,1.74E-12,0.034351145,1
K2000,25,52,,,,23.5,,,,,,,0.3,25.08654311,1573,8.91E-13,0.059782609,1
K2000,24,52.2,,,,24.3,,,,,,,0.29,22.12761751,1573,5.13E-13,0.048780488,1
K2000,23,57.2,,,,26,,,,,,,0.28,19.16869192,1573,4.07E-13,0.049295775,1
K2000,109,0,,,,26.3,,,,,,,0.1,68.5698845,1523,2.19E-12,0.398950131,1
K2000,110,0,,,,24.3,,,,,,,0.12,71.14286328,1523,2.40E-12,0.335748792,1
K2000,111,0,,,,22.7,,,,,,,0.13,72.68665055,1523,2.63E-12,0.342042755,1
K2000,112,0,,,,20.6,,,,,,,0.15,74.87368251,1523,3.16E-12,0.337931034,1
K2000,113,0,,,,17.8,,,,,,,0.1,76.93206554,1523,3.63E-12,0.331848552,1
K2000,114,0,,,,16.6,,,,,,,0.15,78.73315068,1523,3.89E-12,0.310492505,1
K2000,115,0,,,,15,,,,,,,0.18,82.33532098,1523,4.79E-12,0.306122449,1
K2000,116,0,,,,13,,,,,,,0.14,82.97856567,1523,5.01E-12,0.313645621,1
K2000,100,17.5,,,,0,,,,,,,0.39,80.14828901,1523,5.01E-12,0.151571165,1
K2000,99,19.4,,,,0,,,,,,,0.52,77.96125705,1523,4.57E-12,0.139097744,1
K2000,98,21.8,,,,0,,,,,,,0.48,76.54611872,1523,4.17E-12,0.09375,1
K2000,108,22.2,,,,16.4,,,,,,,0.15,59.69310771,1523,5.13E-12,0.128953771,1
K2000,107,24,,,,18,,,,,,,0.15,55.31904378,1523,5.01E-12,0.102564103,1
K2000,97,24.6,,,,0,,,,,,,0.63,73.07259737,1523,3.47E-12,0.081904762,1
K2000,96,27.5,,,,0,,,,,,,0.46,70.75691647,1523,3.02E-12,0.061776062,1
K2000,106,28.1,,,,21.1,,,,,,,0.16,49.27254365,1523,4.37E-12,0.094285714,1
K2000,95,30.6,,,,0,,,,,,,0.41,67.92663981,1523,2.51E-12,0.037328094,1
K2000,105,31.8,,,,23.4,,,,,,,0.18,43.35469245,1523,3.63E-12,0.083601286,1
K2000,94,33.5,,,,0,,,,,,,0.47,64.71041633,1523,1.78E-12,0.037113402,1
K2000,104,34.1,,,,24.1,,,,,,,0.16,38.85197959,1523,2.95E-12,0.074733096,1
K2000,93,34.9,,,,0,,,,,,,0.73,63.03798012,1523,1.70E-12,0.025104603,1
K2000,103,35.9,,,,26.3,,,,,,,0.14,36.02170293,1523,2.34E-12,0.060606061,1
K2000,92,37.2,,,,0,,,,,,,0.78,61.10824604,1523,1.82E-12,0.021505376,1
K2000,102,37.7,,,,28.3,,,,,,,0.14,32.67683051,1523,1.82E-12,0.058333333,1
K2000,101,40.8,,,,29.1,,,,,,,0.13,30.10385173,1523,1.51E-12,0.044642857,1
K2000,132,0,,,,27,,,,,,,0.08,68.82718238,1473,5.50E-13,0.411609499,1
K2000,133,0,,,,25.3,,,,,,,0.092,70.11367177,1473,6.46E-13,0.449468085,1
K2000,134,0,,,,23.4,,,,,,,0.106,72.04340586,1473,7.76E-13,0.410579345,1
K2000,135,0,,,,20.4,,,,,,,0.089,74.4877357,1473,7.94E-13,0.388489209,1
K2000,136,0,,,,18.3,,,,,,,0.13,76.54611872,1473,9.55E-13,0.370967742,1
K2000,137,0,,,,16.1,,,,,,,0.121,78.73315068,1473,1.02E-12,0.345054945,1
K2000,138,0,,,,15.4,,,,,,,0.13,79.37639538,1473,1.07E-12,0.359030837,1
K2000,124,20.7,,,,0,,,,,,,0.42,77.57531023,1473,1.20E-12,0.112546125,1
K2000,123,22.1,,,,0,,,,,,,0.69,76.1601719,1473,1.17E-12,0.104477612,1
K2000,122,23.3,,,,0,,,,,,,0.51,74.87368251,1473,1.07E-12,0.098113208,1
K2000,121,24.2,,,,0,,,,,,,0.51,74.23043782,1473,1.10E-12,0.107485605,1
K2000,120,26.2,,,,0,,,,,,,0.36,72.94394843,1473,9.55E-13,0.088291747,1
K2000,131,27.6,,,,19.6,,,,,,,0.12,51.58822455,1473,1.20E-12,0.104683196,1
K2000,130,28.5,,,,20,,,,,,,0.13,49.91578834,1473,1.17E-12,0.086834734,1
K2000,129,30.3,,,,21.7,,,,,,,0.12,45.1557776,1473,1.07E-12,0.083333333,1
K2000,128,31.8,,,,23.1,,,,,,,0.12,41.55360731,1473,9.55E-13,0.076666667,1
K2000,127,34.1,,,,24.9,,,,,,,0.11,40.13846898,1473,7.24E-13,0.072164948,1
K2000,119,34.7,,,,0,,,,,,,0.65,63.80987376,1473,4.68E-13,0.075921909,1
K2000,126,35.7,,,,26.4,,,,,,,0.13,36.53629868,1473,6.17E-13,0.067669173,1
K2000,118,36.2,,,,0,,,,,,,0.8,62.26608649,1473,4.57E-13,0.038626609,1
K2000,117,36.8,,,,0,,,,,,,0.93,62.00878861,1473,4.79E-13,0.02991453,1
K2000,125,37.9,,,,27.3,,,,,,,0.13,33.32007521,1473,5.25E-13,0.06147541,1
K2023,1k3305,42.54,0.13,3.41,42.86,3.1,0.16,0.03,,,,,,7.319696406,2873,1.24E+00,0.244846328,230000
K2023,1k3266,43.75,0.13,3.66,40.27,3.21,0.17,0.03,,,,,,9.635461121,2873,8.95E+00,0.360940836,270000
K2023,OT2775,45.77,0.16,3.82,39.66,3.6,0.25,0.02,,,,,,8.433191681,2873,4.13E+00,0.833302539,280000
K2023,OT2846,45.95,0.2,3.66,38.59,3.46,0.24,0.01,,,,,,8.637047474,2873,2.43E+00,1.096370746,280000
K2023,1k3266,47.81,1.7,16.01,8.69,11.75,2.33,0.25,0.01,,,,,11.28336245,2873,1.00E+01,0.36602451,270000
K2023,1k3254,45.66,0.13,2.93,37.83,3.25,0.2,0.06,,,,,,9.196671739,2773,1.70E+00,0.203752845,240000
K2023,5k3510,46.4,0.14,3.06,37,3.09,0.2,0.04,,,,,,8.906671739,2773,5.81E-01,0.211792073,210000
K2023,1k3254,46.97,1.59,14.7,10.23,10.46,2.57,0.16,0.03,,,,,11.0415484,2773,2.14E+00,0.240623416,240000
K2023,5k3510,50.75,1.7,15.44,8.08,11.92,2.37,0.25,0.01,,,,,10.69856169,2773,3.75E-01,0.241132446,210000
K2023,OS3781,40.06,0.12,2.58,38.85,4.79,0.17,0.02,,,,,,15.08457307,2673,4.77E-02,0.155020909,150000
K2023,OS3771,44.52,0.15,3.53,38.9,3.25,0.24,0.01,,,,,,10.75767364,2573,1.22E-02,0.16804274,150000
KC1988,B105,52.41,2,14.26,6.79,11.17,0.56,0.13,0,,,,,11.3466073,1909.15,5.13E-07,0.04314939,1
KC1988,B74,50.85,1.89,13.73,6.75,10.78,2.2,0.16,0,,,,,11.6885352,1908.15,0.208929613,1.108431293,1
KC1988,B120,52.83,1.95,13.95,6.87,10.93,0.87,0.13,0,,,,,11.98547258,1905.15,1.82E-05,0.15670193,1
KC1988,B64,51,1.92,13.96,6.86,10.69,2.32,0.16,0,,,,,11.94948017,1857.15,0.208929613,1.336975983,1
KC1988,B108,50.19,1.89,13.5,6.54,10.53,1.48,0.15,0,,,,,14.49594319,1821.15,3.98E-06,0.151205143,1
KC1988,Bl18,52.27,1.95,13.95,6.69,10.9,1.23,0.14,0,,,,,12.01246689,1817.15,3.80E-06,0.158290567,1
KC1988,B54,51.09,1.89,13.94,6.77,10.67,2.43,0.17,0,,,,,11.99447068,1808.15,0.208929613,1.715502932,1
KC1988,B44,50.61,1.9,14.03,6.66,10.61,2.43,0.17,0,,,,,11.99447068,1758.15,0.208929613,1.703731468,1
KC1988,74,42.72,6.08,10.73,7.43,15.73,0.63,1.55,0.09,,,,,13.53314622,1734.15,6.76E-08,0.148939558,1
KC1988,71,51.14,1.87,13.96,6.9,10.45,2.28,0.72,0.2,,,,,11.22063386,1734.15,6.76E-08,0.094854352,1
KC1988,101,41.8,3.09,14.6,6.41,18.32,1.44,1.34,0.43,,,,,11.30161679,1732.15,7.08E-07,0.199098892,1
KC1988,102,42.52,5.94,10.65,7.16,15.73,1.32,1.9,0.19,,,,,13.1192335,1732.15,7.08E-07,0.249899297,1
KC1988,86,43.48,6.23,10.82,7.52,16.16,0.71,0.53,0.1,,,,,13.00225817,1732.15,6.17E-09,0.073668738,1
KC1988,91,43.51,3.22,15.03,6.51,19.12,0.64,0.34,0.21,,,,,10.266835,1732.15,6.17E-10,0.066301864,1
KC1988,107,49.61,2.81,13.94,7.12,10.81,2.72,1.19,0.25,,,,,10.39280843,1732.15,7.08E-07,0.156402794,1
KC1988,103,51,1.88,13.92,6.89,10.29,2.76,0.66,0.16,,,,,11.19363956,1732.15,7.08E-07,0.193834685,1
KC1988,83,51.49,1.92,14.09,7.02,10.47,2.25,0.84,0.15,,,,,10.59976479,1732.15,6.17E-09,0.070185259,1
KC1988,89,51.94,1.93,14.21,7.03,10.75,2.06,1.64,0.14,,,,,9.277043717,1732.15,6.17E-10,0.059238409,1
KC1988,79,52.3,1.91,14.16,6.99,10.64,2.37,1.07,0.13,,,,,9.385020947,1732.15,6.17E-09,0.077799359,1
KC1988,100,56.44,0.73,16.9,6.22,7.23,4.09,1.79,0.15,,,,,5.803776137,1732.15,7.08E-07,0.152030937,1
KC1988,231,41.49,3.03,13.73,6.14,18.28,2.73,0.99,0.09,,,,,12.17443273,1731.15,0.208929613,3.005368778,1
KC1988,236,41.93,5.98,10.45,7.26,15.7,1.42,1.73,0.01,,,,,13.96505514,1731.15,0.208929613,2.770924868,1
KC1988,229,50.93,1.89,13.67,6.96,10.4,2.47,0.36,0.09,,,,,11.90448966,1731.15,0.208929613,1.888733741,1
KC1988,238,51.4,3.26,13.84,6.17,9.84,2.3,0.61,0.04,,,,,11.27462248,1731.15,0.208929613,1.957856505,1
KC1988,230,57.03,0.73,16.69,6.29,7.39,3.59,1.02,0.1,,,,,6.45163952,1731.15,0.208929613,1.656386801,1
KC1988,131,39.71,2.83,14.32,5.91,17.42,3.7,2.82,0.59,,,,,11.41859212,1728.15,0.003801894,1.860664478,1
KC1988,132,40.31,5.86,10.2,6.99,15.09,2.32,3.88,0.22,,,,,13.60513104,1728.15,0.003801894,1.596774454,1
KC1988,129,48.88,1.78,13.6,6.58,10.23,2.94,0.7,0.29,,,,,13.50615191,1728.15,0.003801894,0.964732441,1
KC1988,137,49.25,2.72,13.83,6.91,10.82,2.83,1.55,0.37,,,,,10.53677807,1728.15,0.003801894,0.973676094,1
KC1988,130,56.45,0.73,16.78,6.34,7.25,3.84,1.43,0.2,,,,,6.271677469,1728.15,0.003801894,0.693454353,1
KC1988,B27,50.46,1.88,13.87,6.84,10.65,2.68,0.19,0,,,,,12.00346879,1710.15,0.208929613,2.520701754,1
KC1988,B34,50.64,1.89,13.93,6.76,10.66,2.66,0.19,0,,,,,11.83250484,1661.15,0.208929613,3.196294864,1
KC1988,202,41.6,6.02,10.68,7.17,15.77,0.55,1.44,0.55,,,,,14.58592421,1639.15,1.23E-09,0.067748928,1
KC1988,205,42.42,3.19,14.55,6.4,18.59,0.48,0.55,1.11,,,,,11.43658833,1639.15,1.23E-09,0.090846304,1
