ref,run,SiO2,TiO2,Al2O3,MgO,CaO,Na2O,K2O,P2O5,MnO,CoO,NiO,Pb,FeO,T_K,fO2,_Fe3Fe2,P_bar
R2013,612,53.06,1.48,3.83,3.26,10.98,2.21,0.34,0.48,,,,,22.07234553,1773.15,3.72E-08,0.075268817,20000
R2013,ShR-4a1,53.42,0.91,4.36,6.2,9.52,1.81,0.24,0.36,,,,,20.17374589,1773.15,2.24E-08,0.136363636,30000
R2013,ShR-4b,53.6,1.24,4.56,7.11,9.4,1.69,0.25,0.39,,,,,18.87801912,1773.15,7.08E-08,0.063829787,30000
R2013,29,54.9,1.78,6.02,6.31,9.08,1.63,0.41,0.77,,,,,17.17737775,1773.15,1.70E-08,0.041666667,8000
R2013,6,52.4,0.76,4.6,10.2,10.76,1.48,0.3,0.63,,,,,17.68127149,1723.15,6.92E-09,0.020408163,8000
R2013,13,51.1,0.61,4.6,12.4,11.84,1.11,0.13,0.61,,,,,15.08081985,1673.15,2.63E-09,0.030927835,8000
R2013,ShR-2b,53.1,1.02,3.48,5.49,10.09,1.87,0.25,0.41,,,,,20.97457702,1673.15,1.35E-09,0.075268817,15000
R2013,ShR-1,53.51,0.98,3.42,5.8,12.81,2.7,0.39,0.21,,,,,16.88044036,1673.15,9.55E-10,0.19047619,10000
R2013,ShR-2c,54.12,1.37,4.77,5.61,10.1,1.79,0.25,0.39,,,,,18.68006087,1673.15,4.27E-09,0.063829787,15000
R2013,16,53,0.78,5.8,11.8,11,1.16,0.19,0.63,,,,,13.98305134,1623.15,9.55E-10,0.020408163,8000
R2013,20,45.3,1.44,8.1,3.1,8.36,2.34,0.46,1.11,,,,,27.76814443,1573.15,3.24E-10,0.020408163,8000
R2013,21,49.5,0.66,7.6,9.2,11.78,1.18,0.2,0.64,,,,,18.077188,1573.15,3.24E-10,0.020408163,8000
R2013,FMQ,51.65,1.46,5.03,5.23,10.62,1.33,0.2,2.71,,,,,20.37170415,1523.15,1.74E-08,0.052631579,1
R2013,FMQ,54.22,1.22,4.96,4.96,11.09,1.41,0.33,1.4,,,,,19.27393564,1523.15,1.74E-08,0.075268817,1
R2013,FMQ,54.43,1.29,5.17,5.37,10.97,1.61,0.37,0.02,,,,,19.17495651,1523.15,1.74E-08,0.063829787,1
R2013,FMQ+1,55.15,1.24,4.56,4.87,10.23,1.82,0.26,0.36,,,,,19.77782938,1523.15,1.74E-07,0.149425287,1
R2013,FMQ+3,55.33,1.3,4.27,5.05,10.34,1.81,0.26,0.36,,,,,19.27393564,1523.15,1.74E-05,0.388888889,1
R2013,FMQ+2,55.76,1.27,4.48,5.17,10.33,1.76,0.26,0.37,,,,,19.17495651,1523.15,1.74E-06,0.265822785,1
R2013,FMQ-1,55.81,1.25,4.88,5.15,10.46,1.69,0.24,0.38,,,,,18.68006087,1523.15,1.74E-09,0.030927835,1
R2013,FMQ,55.99,1.2,4.5,4.83,10.34,1.7,0.27,0.31,,,,,19.48089199,1523.15,1.74E-08,0.075268817,1
R2013,FMQ-2,57.52,1.24,4.91,5.39,10.69,1.67,0.25,0.4,,,,,17.07839862,1523.15,1.74E-10,0.020408163,1
R2013,FMQ-3,58.13,1.46,4.76,5.39,11.15,1.56,0.26,0.29,,,,,15.78267185,1523.15,1.74E-11,0.030927835,1
R2013,Zag-063,48.8,1.12,8.66,5.6,9.95,2.01,0.19,0.85,,,,,19.77782938,1423.15,9.51E-08,0.176470588,1
R2013,Zag-064,59.9,1.07,9.58,4.95,8.23,2.31,0.26,1.08,,,,,9.46600387,1423.15,7.55E-06,4,1
R2013,Sheg1_4,56.2,1.78,6.52,2.35,8.35,2.12,0.4,0.55,,,,,19.8678104,1323.15,1.41E-11,0.01010101,1
R2013,Sheg1_3,57.07,1.85,7.59,1.59,7.33,2.35,0.47,0.67,,,,,20.83060738,1323.15,1.41E-10,0.030927835,1
R2013,Sheg1_1,57.7,1.06,6.94,3.65,8.9,1.17,0.38,0.59,,,,,18.63507036,1273.15,8.02E-13,0.030927835,1
S1980,44,44.84,2.62,16.13,9.48,11.88,3.06,1.5,0.57,,,,,9.843924177,1603.15,1.70E-07,0.194126423,1
S1980,45,45.64,0.92,16.14,4.36,12.46,2.39,8.34,0.38,,,,,8.26025813,1603.15,1.70E-07,0.278127744,1
S1980,43,47.94,2.75,8.2,11.29,12.18,0.82,6.31,0.94,,,,,6.298671777,1603.15,1.70E-07,0.229758998,1
S1980,46,49.26,1.12,18.24,3.92,8.61,2.49,6.84,0.37,,,,,8.269256233,1601.15,1.58E-07,0.161524735,1
S1980,48,50.66,1.65,13.52,9.72,8.97,2.33,3.51,0.75,,,,,7.972318849,1601.15,1.58E-07,0.156477087,1
S1980,47,59.52,2.79,10.89,6.81,3.85,1.27,10.38,0.35,,,,,3.896178399,1601.15,1.58E-07,0.173444482,1
S1980,37,39.48,3.04,13.32,5.63,17.2,3.04,2.46,1.29,,,,,12.34539668,1575.15,7.94E-08,0.290209462,1
S1980,42,48.32,1.05,17.56,8.59,10.94,2.44,0.48,0.26,,,,,9.969897612,1575.15,7.94E-08,0.066327227,1
S1980,39,50.77,3.3,12.64,4.16,8.42,3.17,0.75,0.87,,,,,14.96384452,1575.15,7.94E-08,0.151455628,1
S1980,41,57.24,2.38,13.68,2.9,6.85,2.62,1.56,0.79,,,,,11.40959402,1575.15,7.94E-08,0.173845562,1
S1980,36,59.99,1.23,20.59,1.17,3.38,4.08,3.97,0.37,,,,,4.894967781,1575.15,7.94E-08,0.162039069,1
S1980,38,60.23,0.89,15.48,3.13,6.91,3.34,1.38,0.21,,,,,8.557195514,1575.15,7.94E-08,0.130569601,1
S1980,40,61.52,0.73,17.59,3.25,6.32,3.52,1.61,0.21,,,,,5.911753368,1575.15,7.94E-08,0.115221358,1
S1980,35,62.96,1.02,18.28,0.96,2.33,3.32,6,0.31,,,,,5.110922242,1575.15,7.94E-08,0.180779822,1
S1980,34,64.69,0.78,20.46,0.42,0.77,4.18,4.87,0.07,,,,,3.626235323,1575.15,7.94E-08,0.247352097,1
S1980,32,66.98,0.34,19.69,0.28,1.24,4.41,7.16,0.01,,,,,1.871605328,1575.15,7.94E-08,0.223465644,1
S1980,33,73.48,0.55,11.24,0.2,0.35,1.95,4.51,0.01,,,,,5.902755265,1575.15,7.94E-08,0.154643372,1
S1980,31,74.6,0.31,8.06,0.05,0.37,2.63,4.39,0,,,,,8.566193616,1575.15,7.94E-08,0.48017386,1
S1980,9,39.19,5.91,9.64,6.55,14.96,2.14,4.97,1.07,,,,,13.32618986,1573.15,7.59E-08,0.232835592,1
S1980,8,39.4,5.95,9.37,6.39,14.76,2.25,5.13,1.14,,,,,13.4611614,1573.15,7.59E-08,0.232961885,1
S1980,5,40.56,4.58,13.78,5.7,14.1,4.09,2.19,1.25,,,,,12.20142704,1573.15,7.59E-08,0.159783465,1
S1980,21,41.21,5.04,7.99,9.36,14.49,1.12,5.22,0.8,,,,,11.63454658,1573.15,7.59E-08,0.263482297,1
S1980,6,41.31,2.63,17.98,3.68,10.86,5.57,5.2,0.88,,,,,11.16664525,1573.15,7.59E-08,0.333914262,1
S1980,10,42.06,5.87,8.51,9.79,13.21,2.34,3.17,0.4,,,,,13.28119935,1573.15,7.59E-08,0.198771052,1
S1980,19,44.14,4.59,9.51,8.88,11.54,2.89,4.29,0.63,,,,,12.22842135,1573.15,7.59E-08,0.227417552,1
S1980,20,46.43,2.46,14.62,8.25,11.54,3.27,0.97,0.69,,,,,11.18464145,1573.15,7.59E-08,0.148572988,1
S1980,26,46.99,2.34,16.81,7.29,10.55,4.18,2.1,0.5,,,,,9.115077871,1573.15,7.59E-08,0.162756104,1
S1980,15,47.21,2.41,14.93,9.36,9.12,3.58,1.19,0.46,,,,,11.52656935,1573.15,7.59E-08,0.185866797,1
S1980,18,47.74,2.17,15.51,8.06,8.59,3.86,1.59,0.47,,,,,10.91469838,1573.15,7.59E-08,0.148538055,1
S1980,17,48.45,0.75,15.3,10.25,11.82,2.24,0.26,0.16,,,,,10.14086156,1573.15,7.59E-08,0.127963485,1
S1980,23,48.72,1.1,17.04,8.44,10.94,2.98,0.25,0.13,,,,,9.510994383,1573.15,7.59E-08,0.106713735,1
S1980,13,49.13,1.61,18.73,3.27,8.07,5.51,2.85,0.47,,,,,9.187062691,1573.15,7.59E-08,0.164003833,1
S1980,24,49.26,1.04,17.8,4.04,8.49,2.82,6.99,0.62,,,,,8.233263822,1573.15,7.59E-08,0.205204601,1
S1980,7,49.35,1.13,22,1.27,4.62,5.75,8.51,0.29,,,,,6.640599673,1573.15,7.59E-08,0.186375388,1
S1980,12,50.46,2.49,16.27,3.49,7.58,4.71,2.42,0.82,,,,,10.92369648,1573.15,7.59E-08,0.189934919,1
S1980,16,51.73,2.49,13.82,5.67,9.51,2.65,0.96,0.32,,,,,12.30940427,1573.15,7.59E-08,0.174973902,1
S1980,25,52.48,2.18,15.92,6.85,7.43,4.25,0.73,0.24,,,,,9.9249071,1573.15,7.59E-08,0.162059019,1
S1980,1,56.53,1.32,16.21,4.6,7.34,4.04,1.93,0.5,,,,,7.324455466,1573.15,7.59E-08,0.110423036,1
S1980,22,56.64,0.78,16.33,5.87,7.44,4.16,1.19,0.2,,,,,7.135495313,1573.15,7.59E-08,0.142519331,1
S1980,2,57.66,2.48,13.67,2.89,6.38,2.92,1.32,0.76,,,,,11.58955607,1573.15,7.59E-08,0.140667824,1
S1980,11,63.71,0.74,15.38,1.46,3.59,3.4,3.78,0.09,,,,,6.991525672,1573.15,7.59E-08,0.275331269,1
S1980,3,64.67,0.84,14.71,0.78,4.04,2.43,2.43,0.2,,,,,9.196060794,1573.15,7.59E-08,0.20059465,1
S1980,4,75.77,0.28,13.35,0.01,1,2.28,3.43,0.01,,,,,3.329297939,1573.15,7.59E-08,0.316510472,1
S1980,14,77.62,0.26,11.98,0.08,1.57,1.77,2.88,0.03,,,,,3.365290349,1573.15,7.59E-08,0.558174055,1
S1980,28,38.95,3,13.16,5.66,17.34,3.83,3.4,1.66,,,,,11.23863007,1566.15,6.31E-08,0.275431608,1
S1980,27,41.18,4.73,15.19,5.45,14.02,3.68,2.16,1.32,,,,,10.9956813,1566.15,6.31E-08,0.192036209,1
S1980,29,59.24,1.32,20.33,1.08,3.36,5.32,4.18,0.43,,,,,5.20990137,1566.15,6.31E-08,0.283662897,1
S1980,50,39.06,2.76,13.51,5.62,16.79,2.96,3.01,1.46,,,,,12.50736253,1507.15,9.33E-09,0.249629365,1
S1980,51,41.08,2.61,17.35,3.89,10.35,5.02,5.14,0.88,,,,,11.43658833,1507.15,9.33E-09,0.25805823,1
S1980,55,47.68,2.26,17.08,6.98,10.26,4,2.33,0.48,,,,,9.079085461,1507.15,9.33E-09,0.153002025,1
S1980,53,49.84,1.33,21.74,1.29,4.56,6.3,8.28,0.28,,,,,6.514626238,1507.15,9.33E-09,0.320556301,1
S1980,52,51.21,2.42,16.84,3.42,7.13,5.51,2.62,0.68,,,,,10.22184448,1507.15,9.33E-09,0.162567247,1
S1980,57,61.12,0.67,15.41,1.39,3.47,6.06,4.51,0.11,,,,,5.974740085,1507.15,9.33E-09,0.266872999,1
S1980,49,39.84,5.92,9.64,6.76,15.08,1.98,4.01,1.13,,,,,14.37896786,1474.15,3.47E-09,0.283074303,1
S1980,54,40.14,4.92,14.33,5.82,13.68,3.62,1.8,1.21,,,,,12.50736253,1474.15,3.47E-09,0.296188773,1
S1980,56,49.36,1.59,19.28,3.15,7.77,5.83,3.33,0.46,,,,,8.548197411,1474.15,3.47E-09,0.191728019,1
S2020,Per-fO2-10,46.71,0,4.43,37.8,2.11,0,0,0,,,,,8.458216386,2197.15,0.001,0.207729469,1
S2020,Per-fO2-11,46.22,0,4.42,38.91,2.12,0,0,0,,,,,7.882337823,2175.15,0.000120226,0.141552511,1
S2020,Per-fO2-12,46.53,0,4.45,38.52,2.15,0,0,0,,,,,7.792356798,2173.15,4.79E-06,0.047120419,1
S2020,Per-fO2-1,47.04,0,4.34,37.61,2.02,0.01,0,0,,,,,8.36823536,2173.15,1,0.785714286,1
S2020,Per-TS1,46.45,0,4.32,37.62,2.04,0.01,0,0,,,,,8.863131,2169.15,1.82E-07,0.019367992,1
S2020,Per-fO2-2,46.69,0,4.39,37.81,2.07,0.01,0,0,,,,,8.521203104,2166.15,0.003235937,0.383125864,1
S2020,Per-fO2-6,46.72,0,4.31,37.68,2.07,0,0,0,,,,,8.566193616,2151.15,0.002630268,0.291989664,1
S2020,Per-fO2-9,46.11,0,4.37,38.79,1.96,0,0,0,,,,,8.197271412,2148.15,0.001905461,0.277139208,1
S2020,Per-fO2-8,46.06,0,4.39,38.13,2.08,0,0,0,,,,,8.647176539,2139.15,0.001905461,0.315789474,1
S2020,Per-fO2-3,46.61,0,4.38,37.79,2.07,0.01,0,0,,,,,8.620182231,2134.15,0.002951209,0.367989056,1
S2020,Per-fO2-7,46.75,0,4.36,37.66,2.07,0,0,0,,,,,8.701165154,2124.15,0.001905461,0.36425648,1
S2020,Per-TS2,46.5,0,4.36,38.01,2.08,0,0,0,,,,,8.548197411,2112.15,1.38E-08,0.014198783,1
SB2008,BS04/08-15,49.78,0.32,19.04,0.55,0.35,5.34,10.73,,0.1,,,,5.324,1473.15,1.32E-06,2.776010362,3370.999992
SB2008,BS04/08-13,50.47,0.33,19.31,0.56,0.36,5.41,10.88,,0.1,,,,5.398,1473.15,1.29E-06,2.77493932,2768.000066
SB2008,BS04/08-6,50.91,0.33,19.47,0.56,0.36,5.46,10.97,,0.1,,,,5.444,1473.15,1.26E-06,2.780663402,2187.000066
SB2008,BS04/01-15,51.05,0.3,18.84,0.51,3,1.89,11.4,,0.09,,,,5.102,1473.15,1.32E-06,2.149546648,3370.999992
SB2008,BS04/08-9,51.44,0.34,19.68,0.57,0.36,5.51,11.09,,0.11,,,,5.509,1473.15,1.24E-06,2.773387696,1601.999998
SB2008,BS04/01-13A,51.63,0.3,19.06,0.52,3.03,1.91,11.53,,0.09,,,,5.158,1473.15,1.29E-06,2.14527939,2743.999958
SB2008,BS04/01-13B,51.65,0.3,19.07,0.52,3.03,1.91,11.53,,0.09,,,,5.167,1473.15,1.29E-06,2.150766033,2768.000066
SB2008,BS04/05-6,51.93,0.31,19.43,0.55,2.58,4.3,9.28,,0.09,,,,5.402,1473.15,1.26E-06,2.462942248,2176.000029
SB2008,BS04/08-7,52.02,0.34,19.9,0.57,0.37,5.58,11.21,,0.11,,,,5.564,1473.15,1.21E-06,2.785127039,1059.999987
SB2008,BS04/01-6B,52.07,0.3,19.22,0.52,3.06,1.93,11.63,,0.09,,,,5.204,1473.15,1.26E-06,2.154091271,2176.000029
SB2008,BS04/01-6,52.15,0.3,19.25,0.52,3.06,1.93,11.65,,0.1,,,,5.204,1473.15,1.26E-06,2.154091271,2187.000066
SB2008,BS04/01-9,52.56,0.31,19.4,0.53,3.09,1.94,11.74,,0.1,,,,5.26,1473.15,1.24E-06,2.149846116,1601.999998
SB2008,BS04/08-11,52.74,0.34,20.18,0.58,0.37,5.65,11.37,,0.11,,,,5.638,1473.15,1.19E-06,2.783976754,520.0000107
SB2008,BS04/07-6,52.94,0.29,18.21,0.5,1.07,5.07,10.42,,0.09,,,,5.128,1473.15,1.26E-06,3.102545714,2176.000029
SB2008,BS04/05-7,53.03,0.32,19.84,0.56,2.64,4.39,9.47,,0.1,,,,5.513,1473.15,1.21E-06,2.467404242,1059.999987
SB2008,BS04/01-7,53.13,0.31,19.61,0.53,3.12,1.97,11.86,,0.1,,,,5.316,1473.15,1.21E-06,2.145701414,1059.999987
SB2008,BS04/04-15,53.14,0.31,18.94,0.53,3.38,7.63,2.88,,0.09,,,,5.222,1473.15,1.32E-06,2.164998052,3370.999992
SB2008,BS04/06-6,53.18,0.29,18.32,0.5,1.81,4.71,9.86,,0.09,,,,5.052,1473.15,1.26E-06,2.634696349,2176.000029
SB2008,BS04/04-13,53.65,0.31,19.12,0.54,3.41,7.7,2.9,,0.09,,,,5.268,1473.15,1.29E-06,2.173638191,2768.000066
SB2008,BS04/01-11,53.93,0.31,19.91,0.54,3.17,2,12.04,,0.1,,,,5.39,1473.15,1.19E-06,2.152177774,520.0000107
SB2008,BS04/04-6,54.03,0.31,19.25,0.54,3.43,7.76,2.92,,0.09,,,,5.305,1473.15,1.26E-06,2.176786518,2187.000066
SB2008,BS04/07-7,54.07,0.3,18.6,0.52,1.09,5.18,10.64,,0.09,,,,5.229,1473.15,1.21E-06,3.117452962,1059.999987
SB2008,BS04/03-6,54.11,0.31,18.69,0.51,3.36,5.86,5.81,,0.09,,,,5.162,1473.15,1.26E-06,2.246696012,2176.000029
SB2008,BS04/06-7,54.31,0.3,18.71,0.51,1.85,4.81,10.07,,0.09,,,,5.163,1473.15,1.21E-06,2.636063825,1059.999987
SB2008,BS04/04-9,54.64,0.32,19.47,0.55,3.47,7.85,2.96,,0.1,,,,5.37,1473.15,1.24E-06,2.177647308,1601.999998
SB2008,BS04/03-7,55.18,0.32,19.06,0.52,3.43,5.98,5.92,,0.09,,,,5.265,1473.15,1.21E-06,2.230204541,1059.999987
SB2008,BS04/02-6,55.22,0.31,19.21,0.52,3.28,3.99,6.09,,0.09,,,,5.334,1473.15,1.26E-06,1.852550472,2176.000029
SB2008,BS04/04-7,55.23,0.32,19.68,0.55,3.51,7.93,2.99,,0.1,,,,5.426,1473.15,1.21E-06,2.173225946,1059.999987
SB2008,MBP-10,55.74,0.61,17.39,0.32,0.72,9.05,5.26,,0.16,,,,3.252,1473.15,1.29E-06,5.63758646,2755.999863
SB2008,BS04/04-11,55.98,0.32,19.95,0.56,3.56,8.04,3.03,,0.1,,,,5.5,1473.15,1.19E-06,2.179309233,520.0000107
SB2008,LSP-II-10,55.98,0.18,21.07,0.07,0.67,8.8,4.46,,0.33,,,,1.543,1473.15,1.29E-06,2.148526404,2755.999863
SB2008,BS04/02-7,56.27,0.32,19.58,0.53,3.34,4.07,6.2,,0.09,,,,5.427,1473.15,1.21E-06,1.856450688,1059.999987
SB2008,MBP-16,56.43,0.61,17.61,0.32,0.73,9.17,5.33,,0.16,,,,3.298,1473.15,1.26E-06,5.59681959,2152.999938
SB2008,LSP-II-16,56.52,0.18,21.27,0.07,0.67,8.88,4.51,,0.33,,,,1.552,1473.15,1.26E-06,2.16688986,2152.999938
SB2008,MBP-11,57.02,0.62,17.79,0.32,0.73,9.26,5.38,,0.16,,,,3.335,1473.15,1.24E-06,5.540008518,1601.999998
SB2008,LSP-II-11,57.11,0.18,21.49,0.07,0.68,8.98,4.56,,0.34,,,,1.571,1473.15,1.24E-06,2.141548507,1601.999998
SB2008,MBP-2,57.68,0.63,18,0.33,0.74,9.37,5.45,,0.16,,,,3.371,1473.15,1.21E-06,5.610581805,1049.000025
SB2008,LSP-II-2,57.7,0.18,21.71,0.07,0.69,9.07,4.6,,0.34,,,,1.58,1473.15,1.21E-06,2.159544695,1049.000025
SB2008,LSP-II-3,58.49,0.19,22.01,0.07,0.7,9.19,4.67,,0.34,,,,1.608,1473.15,1.19E-06,2.152487365,516.9999972
SB2008,BS04/08-14,48.85,0.32,18.69,0.54,0.35,5.24,10.53,,0.1,,,,5.222,1468.15,1.21E-06,2.784195493,4686.000049
SB2008,BS04/01-14,50.23,0.29,18.54,0.5,2.95,1.86,11.22,,0.09,,,,5.018,1468.15,1.21E-06,2.156149021,4686.000049
SB2008,BS04/04-14,52.22,0.3,18.61,0.52,3.32,7.5,2.83,,0.09,,,,5.129,1468.15,1.21E-06,2.166209917,4686.000049
SB2008,BS04/08-10B,49.84,0.33,19.06,0.55,0.35,5.34,10.74,,0.1,,,,5.333,1453.15,7.85E-07,2.782392142,3368.999958
SB2008,BS04/04-10B,53.21,0.31,18.96,0.53,3.38,7.64,2.88,,0.09,,,,5.231,1453.15,7.85E-07,2.170451442,3368.999958
SB2008,MBP-7,55.17,0.6,17.21,0.31,0.71,8.96,5.21,,0.16,,,,3.225,1453.15,7.80E-07,5.58249609,3208.000064
SB2008,LSP-II-7,55.33,0.18,20.82,0.07,0.66,8.7,4.41,,0.33,,,,1.515,1453.15,7.80E-07,2.155795403,3208.000064
SB2008,MBP-17,54.04,0.59,16.86,0.31,0.7,8.78,5.1,,0.15,,,,3.161,1443.15,6.32E-07,5.586322153,4634.999931
SB2008,LSP-II-17,54.29,0.17,20.43,0.06,0.65,8.53,4.33,,0.32,,,,1.487,1443.15,6.32E-07,2.163373585,4634.999931
SB2008,MBP-3C,58.52,0.64,18.26,0.33,0.75,9.51,5.53,,0.17,,,,3.426,1423.15,3.17E-07,5.589206238,516.9999972
SB2008,MBP-6,56.21,0.61,17.54,0.32,0.72,9.13,5.31,,0.16,,,,3.289,1273.15,3.51E-09,5.578823402,1967.999935
SB2008,LSP-II-6,56.31,0.18,21.19,0.07,0.67,8.85,4.49,,0.33,,,,1.543,1273.15,3.51E-09,2.148526404,1967.999935
SB2008,MBP-12,57.55,0.63,17.95,0.33,0.74,9.35,5.43,,0.16,,,,3.362,1273.15,3.37E-09,5.592938483,988.9999777
SB2008,LSP-II-12,57.58,0.18,21.67,0.07,0.69,9.05,4.59,,0.34,,,,1.58,1273.15,3.37E-09,2.159544695,988.9999777
SB2008,LSP-II-13,58.38,0.19,21.97,0.07,0.7,9.18,4.66,,0.34,,,,1.608,1273.15,3.30E-09,2.152487365,504.0000007
SB2008,MBP-13,58.39,0.63,18.22,0.33,0.75,9.48,5.51,,0.17,,,,3.417,1273.15,3.30E-09,5.57190221,504.0000007
SB2008,MBP-15,55.53,0.6,17.33,0.32,0.71,9.02,5.24,,0.16,,,,3.243,1173.15,9.08E-11,5.619223003,2278.999984
SB2008,LSP-II-15,55.69,0.18,20.96,0.07,0.66,8.75,4.44,,0.33,,,,1.534,1173.15,9.08E-11,2.130162947,2278.999984
SB2008,LSP-II-22,58.43,0.19,21.99,0.07,0.7,9.18,4.66,,0.34,,,,1.608,1173.15,8.37E-11,2.152487365,480.9999838
SB2008,MBP-21,55.19,0.6,17.22,0.31,0.71,8.96,5.21,,0.16,,,,3.225,1123.15,1.16E-11,5.58249609,2637.999952
SB2008,LSP-II-21,55.24,0.18,20.79,0.06,0.66,8.68,4.41,,0.32,,,,1.515,1123.15,1.16E-11,2.155795403,2637.999952
SB2008,MBP-20,55.5,0.6,17.32,0.32,0.71,9.01,5.24,,0.16,,,,3.243,1123.15,1.13E-11,5.619223003,2149.000019
SB2008,LSP-II-20,55.65,0.18,20.94,0.07,0.66,8.75,4.44,,0.33,,,,1.534,1123.15,1.13E-11,2.130162947,2149.000019
SB2008,MBP-1,55.93,0.61,17.45,0.32,0.72,9.08,5.28,,0.16,,,,3.271,1123.15,1.11E-11,5.542831026,1746.000051
SB2008,LSP-II-1,56.07,0.18,21.1,0.07,0.67,8.81,4.47,,0.33,,,,1.543,1123.15,1.11E-11,2.148526404,1746.000051
SB2008,MBP-14,56.62,0.62,17.67,0.32,0.73,9.2,5.35,,0.16,,,,3.307,1123.15,1.09E-11,5.614815778,1321.00001
SB2008,LSP-II-14,56.73,0.18,21.35,0.07,0.68,8.92,4.53,,0.33,,,,1.562,1123.15,1.09E-11,2.123552105,1321.00001
SB2008,LSP-II-4,57.41,0.18,21.6,0.07,0.68,9.02,4.58,,0.34,,,,1.58,1123.15,1.07E-11,2.159544695,907.0000052
SB2008,MBP-8,58.28,0.63,18.18,0.33,0.75,9.47,5.5,,0.17,,,,3.408,1123.15,1.05E-11,5.554598183,480.9999838
SB2008,MBP-4,57.35,0.62,17.89,0.33,0.74,9.32,5.42,,0.16,,,,3.353,1118.15,8.58E-12,5.575295162,907.0000052
T1980,131,46.08,1.77,14.26,6.38,8.1,2.55,7.72,0,,,,,11.81450863,1639.15,9.55E-07,0.286486887,1
T1980,139,48.38,1.59,15.28,6.17,8.41,7.04,0.8,0,,,,,11.09466043,1637.15,8.91E-07,0.249423124,1
T1980,141,42.11,1.45,13,5.51,24.14,1.87,0.63,0,,,,,10.15885777,1636.15,8.51E-07,0.292827154,1
T1980,108,44.8,1.67,25.01,6.12,7.9,2.56,0.71,0,,,,,10.10486915,1636.15,8.51E-07,0.176871534,1
T1980,103,46.96,1.71,20.59,6.52,8.35,2.6,0.78,0,,,,,11.24762817,1636.15,8.51E-07,0.169608196,1
T1980,110,48.01,1.77,14.75,6.47,8.49,2.78,4.52,0,,,,,11.89549156,1636.15,8.51E-07,0.259564079,1
T1980,111,48.33,1.61,14.87,6.5,8.22,1.86,6.07,0,,,,,11.28362058,1636.15,8.51E-07,0.251111026,1
T1980,105,48.38,1.84,14.83,6.73,11.64,2.73,0.8,0,,,,,11.72452761,1636.15,8.51E-07,0.216347448,1
T1980,109,48.54,1.74,15.43,6.42,11.81,2.34,0.72,0,,,,,11.6975333,1636.15,8.51E-07,0.196899336,1
T1980,142,49.94,1.72,15.42,6.65,8.78,3.14,0.89,0,,,,,12.10244791,1636.15,8.51E-07,0.132017188,1
T1980,113,54.3,1.76,13.87,6.47,8.08,2.39,0.81,0,,,,,11.07666422,1636.15,8.51E-07,0.268337884,1
T1980,132,58.52,1.53,12.61,5.59,7.59,2.26,0.67,0,,,,,10.11386725,1636.15,8.51E-07,0.161246446,1
T1980,117,59.37,1.38,12.82,5.39,7.22,2.34,0.72,0,,,,,9.681958331,1635.15,8.32E-07,0.186412292,1
T1980,129,47.8,1.84,14.85,6.43,8.31,6.88,0.81,0,,,,,11.77851622,1633.15,7.94E-07,0.293647869,1
T1980,119,48.75,1.92,14.88,6.63,8.48,4.91,0.84,0,,,,,12.22842135,1633.15,7.94E-07,0.284489675,1
T1980,138,53.47,1.62,13.88,6.45,8.14,2.62,0.79,0,,,,,11.7155295,1633.15,7.94E-07,0.213613741,1
T1980,129,42.48,1.58,13.59,5.77,24.45,1.14,0.23,0,,,,,9.690956434,1632.15,7.76E-07,0.226166297,1
T1980,130,44.1,1.58,24.92,6.02,7.93,2.57,0.73,0,,,,,10.92369648,1632.15,7.76E-07,0.15170333,1
T1980,22,47.55,1.78,14.55,6.5,8.41,2.02,6.3,0,,,,,11.59855417,1632.15,7.76E-07,0.300099971,1
T1980,102,47.92,1.69,20.74,6.66,8.53,2.67,0.72,0,,,,,9.951901407,1632.15,7.76E-07,0.134409452,1
T1980,121,47.95,1.98,14.86,6.52,8.52,2.52,4.52,0,,,,,11.82350674,1632.15,7.76E-07,0.237686822,1
T1980,98,49.85,1.83,15.2,6.64,9.04,2.73,0.82,0,,,,,12.49836443,1632.15,7.76E-07,0.238275608,1
T1980,123,42.26,1.64,13.08,6.02,24.07,1.57,0.33,0,,,,,9.906910894,1630.15,7.41E-07,0.471874605,1
T1980,120,48.89,1.76,15.16,6.54,8.69,5.66,0.63,0,,,,,11.40059592,1629.15,7.24E-07,0.24500128,1
T1980,118,49.78,1.96,15.2,6.7,8.89,2.81,0.8,0,,,,,12.46237202,1628.15,7.08E-07,0.250490976,1
T1980,133,41.73,1.71,12.94,5.74,23.55,2.42,0.59,0,,,,,10.18585207,1484.15,1.15E-08,0.254310809,1
T1980,124,41.64,1.58,13.22,5.68,23.65,2.38,0.7,0,,,,,10.02388623,1480.15,1.02E-08,0.311759838,1
T1980,112,55,1.57,14.4,6.12,8.03,2.85,0.78,0,,,,,10.12286536,1480.15,1.07E-08,0.145264456,1
T1980,114,56.87,1.57,13.26,5.7,7.64,2.23,0.62,0,,,,,10.87870597,1480.15,1.07E-08,0.30620784,1
T1980,63,47.52,1.65,14.61,6.51,8.26,7.62,0.78,0,,,,,11.73352571,1479.15,1.05E-08,0.253407313,1
T1980,125,45.04,2.05,13.01,6.3,9.82,2.6,6.22,0,,,,,13.4701595,1478.15,1.00E-08,0.320575404,1
T1980,126,47,2.1,19.52,6.12,7.42,2.67,0.84,0,,,,,12.89428094,1478.15,1.00E-08,0.204,1
